id,Season,Decade
6865,2011,2006/2015
6866,2011,2006/2015
6867,2011,2006/2015
6868,2011,2006/2015
6869,2011,2006/2015
6870,2011,2006/2015
6871,2011,2006/2015
6872,2011,2006/2015
6873,2011,2006/2015
6874,2011,2006/2015
6875,2011,2006/2015
6876,2011,2006/2015
6877,2011,2006/2015
6878,2011,2006/2015
6879,2011,2006/2015
6880,2011,2006/2015
6881,2011,2006/2015
6882,2011,2006/2015
6883,2011,2006/2015
6884,2011,2006/2015
6885,2011,2006/2015
6886,2011,2006/2015
6887,2011,2006/2015
6888,2011,2006/2015
6889,2011,2006/2015
6890,2011,2006/2015
6891,2011,2006/2015
6892,2011,2006/2015
6893,2011,2006/2015
6894,2011,2006/2015
6895,2011,2006/2015
6896,2011,2006/2015
6897,2011,2006/2015
6898,2011,2006/2015
6899,2011,2006/2015
6900,2011,2006/2015
6901,2011,2006/2015
6902,2011,2006/2015
6903,2011,2006/2015
6904,2011,2006/2015
6905,2011,2006/2015
6906,2011,2006/2015
6907,2011,2006/2015
6908,2011,2006/2015
6909,2011,2006/2015
6910,2011,2006/2015
6911,2011,2006/2015
6912,2011,2006/2015
6913,2011,2006/2015
6914,2011,2006/2015
6915,2011,2006/2015
6916,2011,2006/2015
6917,2011,2006/2015
6918,2011,2006/2015
6919,2011,2006/2015
6920,2011,2006/2015
6921,2011,2006/2015
6922,2011,2006/2015
6923,2011,2006/2015
6924,2011,2006/2015
6925,2011,2006/2015
6926,2011,2006/2015
6927,2011,2006/2015
6928,2011,2006/2015
6929,2011,2006/2015
6930,2011,2006/2015
6931,2011,2006/2015
6932,2011,2006/2015
6933,2011,2006/2015
6934,2011,2006/2015
6935,2011,2006/2015
6936,2011,2006/2015
6937,2011,2006/2015
6938,2011,2006/2015
6939,2011,2006/2015
6940,2011,2006/2015
6941,2011,2006/2015
6942,2011,2006/2015
6943,2011,2006/2015
6944,2011,2006/2015
6945,2011,2006/2015
6946,2011,2006/2015
6947,2011,2006/2015
6948,2011,2006/2015
6949,2011,2006/2015
6950,2011,2006/2015
6951,2011,2006/2015
6952,2011,2006/2015
6953,2011,2006/2015
6954,2011,2006/2015
6955,2011,2006/2015
6956,2011,2006/2015
6957,2011,2006/2015
6958,2011,2006/2015
6959,2011,2006/2015
6960,2011,2006/2015
6961,2011,2006/2015
6962,2011,2006/2015
6963,2011,2006/2015
6964,2011,2006/2015
6965,2011,2006/2015
6966,2011,2006/2015
6967,2011,2006/2015
6968,2011,2006/2015
6969,2011,2006/2015
6970,2011,2006/2015
6971,2011,2006/2015
6972,2011,2006/2015
6973,2011,2006/2015
6974,2011,2006/2015
6975,2011,2006/2015
6976,2011,2006/2015
6977,2011,2006/2015
6978,2011,2006/2015
6979,2011,2006/2015
6980,2011,2006/2015
6981,2011,2006/2015
6982,2011,2006/2015
6983,2011,2006/2015
6984,2011,2006/2015
6985,2011,2006/2015
6986,2011,2006/2015
6987,2011,2006/2015
6988,2011,2006/2015
6989,2011,2006/2015
6990,2011,2006/2015
6991,2011,2006/2015
6992,2011,2006/2015
6993,2011,2006/2015
6994,2011,2006/2015
6995,2011,2006/2015
6996,2011,2006/2015
6997,2011,2006/2015
6998,2011,2006/2015
6999,2011,2006/2015
7000,2011,2006/2015
7001,2011,2006/2015
7002,2011,2006/2015
7003,2011,2006/2015
7004,2011,2006/2015
7005,2011,2006/2015
7006,2011,2006/2015
7007,2011,2006/2015
7008,2011,2006/2015
7009,2011,2006/2015
7010,2011,2006/2015
7011,2011,2006/2015
7012,2011,2006/2015
7013,2011,2006/2015
7014,2011,2006/2015
7015,2011,2006/2015
7016,2011,2006/2015
7017,2011,2006/2015
7018,2011,2006/2015
7019,2011,2006/2015
7020,2011,2006/2015
7021,2011,2006/2015
7022,2011,2006/2015
7023,2011,2006/2015
7024,2011,2006/2015
7025,2011,2006/2015
7026,2011,2006/2015
7027,2011,2006/2015
7028,2011,2006/2015
7029,2011,2006/2015
7030,2011,2006/2015
7031,2011,2006/2015
7032,2011,2006/2015
7033,2011,2006/2015
7034,2011,2006/2015
7035,2011,2006/2015
7036,2011,2006/2015
7037,2011,2006/2015
7038,2011,2006/2015
7039,2011,2006/2015
7040,2011,2006/2015
7041,2011,2006/2015
7042,2011,2006/2015
7043,2011,2006/2015
7044,2011,2006/2015
7045,2011,2006/2015
7046,2011,2006/2015
7047,2011,2006/2015
7048,2011,2006/2015
7049,2011,2006/2015
7050,2011,2006/2015
7051,2011,2006/2015
7052,2011,2006/2015
7053,2011,2006/2015
7054,2011,2006/2015
7055,2011,2006/2015
7056,2011,2006/2015
7057,2011,2006/2015
7058,2011,2006/2015
7059,2011,2006/2015
7060,2011,2006/2015
7061,2011,2006/2015
7062,2011,2006/2015
7063,2011,2006/2015
7064,2011,2006/2015
7065,2011,2006/2015
7066,2011,2006/2015
7067,2011,2006/2015
7068,2011,2006/2015
7069,2011,2006/2015
7070,2011,2006/2015
7071,2011,2006/2015
7072,2011,2006/2015
7073,2011,2006/2015
7074,2011,2006/2015
7075,2011,2006/2015
7076,2011,2006/2015
7077,2011,2006/2015
7078,2011,2006/2015
7079,2011,2006/2015
7080,2011,2006/2015
7081,2011,2006/2015
7082,2011,2006/2015
7083,2011,2006/2015
7084,2011,2006/2015
7085,2011,2006/2015
7086,2011,2006/2015
7087,2011,2006/2015
7088,2011,2006/2015
7089,2011,2006/2015
7090,2011,2006/2015
7091,2011,2006/2015
7092,2011,2006/2015
7093,2011,2006/2015
7094,2011,2006/2015
7095,2011,2006/2015
7096,2011,2006/2015
7097,2011,2006/2015
7098,2011,2006/2015
7099,2011,2006/2015
7100,2011,2006/2015
7101,2011,2006/2015
7102,2011,2006/2015
7103,2011,2006/2015
7104,2011,2006/2015
7105,2011,2006/2015
7106,2011,2006/2015
7107,2011,2006/2015
7108,2011,2006/2015
7109,2011,2006/2015
7110,2011,2006/2015
7111,2011,2006/2015
7112,2011,2006/2015
7113,2011,2006/2015
7114,2011,2006/2015
7115,2011,2006/2015
7116,2011,2006/2015
7117,2011,2006/2015
7118,2011,2006/2015
7119,2011,2006/2015
7120,2011,2006/2015
7121,2011,2006/2015
7122,2011,2006/2015
7123,2011,2006/2015
7124,2011,2006/2015
7125,2011,2006/2015
7126,2011,2006/2015
7127,2011,2006/2015
7128,2011,2006/2015
7129,2011,2006/2015
7130,2011,2006/2015
7131,2011,2006/2015
7132,2011,2006/2015
7133,2011,2006/2015
7134,2011,2006/2015
7135,2011,2006/2015
7136,2011,2006/2015
7137,2011,2006/2015
7138,2011,2006/2015
7139,2011,2006/2015
7140,2011,2006/2015
7141,2011,2006/2015
7142,2011,2006/2015
7143,2011,2006/2015
7144,2011,2006/2015
7145,2011,2006/2015
7146,2011,2006/2015
7147,2011,2006/2015
7148,2011,2006/2015
7149,2011,2006/2015
7150,2011,2006/2015
7151,2011,2006/2015
7152,2011,2006/2015
7153,2011,2006/2015
7154,2011,2006/2015
7155,2011,2006/2015
7156,2011,2006/2015
7157,2012,2006/2015
7158,2012,2006/2015
7159,2012,2006/2015
7160,2012,2006/2015
7161,2012,2006/2015
7162,2012,2006/2015
7163,2012,2006/2015
7164,2012,2006/2015
7165,2012,2006/2015
7166,2012,2006/2015
7167,2012,2006/2015
7168,2012,2006/2015
7169,2012,2006/2015
7170,2012,2006/2015
7171,2012,2006/2015
7172,2012,2006/2015
7173,2012,2006/2015
7174,2012,2006/2015
7175,2012,2006/2015
7176,2012,2006/2015
7177,2012,2006/2015
7178,2012,2006/2015
7179,2012,2006/2015
7180,2012,2006/2015
7181,2012,2006/2015
7182,2012,2006/2015
7183,2012,2006/2015
7184,2012,2006/2015
7185,2012,2006/2015
7186,2012,2006/2015
7187,2012,2006/2015
7188,2012,2006/2015
7189,2012,2006/2015
7190,2012,2006/2015
7191,2012,2006/2015
7192,2012,2006/2015
7193,2012,2006/2015
7194,2012,2006/2015
7195,2012,2006/2015
7196,2012,2006/2015
7197,2012,2006/2015
7198,2012,2006/2015
7199,2012,2006/2015
7200,2012,2006/2015
7201,2012,2006/2015
7202,2012,2006/2015
7203,2012,2006/2015
7204,2012,2006/2015
7205,2012,2006/2015
7206,2012,2006/2015
7207,2012,2006/2015
7208,2012,2006/2015
7209,2012,2006/2015
7210,2012,2006/2015
7211,2012,2006/2015
7212,2012,2006/2015
7213,2012,2006/2015
7214,2012,2006/2015
7215,2012,2006/2015
7216,2012,2006/2015
7217,2012,2006/2015
7218,2012,2006/2015
7219,2012,2006/2015
7220,2012,2006/2015
7221,2012,2006/2015
7222,2012,2006/2015
7223,2012,2006/2015
7224,2012,2006/2015
7225,2012,2006/2015
7226,2012,2006/2015
7227,2012,2006/2015
7228,2012,2006/2015
7229,2012,2006/2015
7230,2012,2006/2015
7231,2012,2006/2015
7232,2012,2006/2015
7233,2012,2006/2015
7234,2012,2006/2015
7235,2012,2006/2015
7236,2012,2006/2015
7237,2012,2006/2015
7238,2012,2006/2015
7239,2012,2006/2015
7240,2012,2006/2015
7241,2012,2006/2015
7242,2012,2006/2015
7243,2012,2006/2015
7244,2012,2006/2015
7245,2012,2006/2015
7246,2012,2006/2015
7247,2012,2006/2015
7248,2012,2006/2015
7249,2012,2006/2015
7250,2012,2006/2015
7251,2012,2006/2015
7252,2012,2006/2015
7253,2012,2006/2015
7254,2012,2006/2015
7255,2012,2006/2015
7256,2012,2006/2015
7257,2012,2006/2015
7258,2012,2006/2015
7259,2012,2006/2015
7260,2012,2006/2015
7261,2012,2006/2015
7262,2012,2006/2015
7263,2012,2006/2015
7264,2012,2006/2015
7265,2012,2006/2015
7266,2012,2006/2015
7267,2012,2006/2015
7268,2012,2006/2015
7269,2012,2006/2015
7270,2012,2006/2015
7271,2012,2006/2015
7272,2012,2006/2015
7273,2012,2006/2015
7274,2012,2006/2015
7275,2012,2006/2015
7276,2012,2006/2015
7277,2012,2006/2015
7278,2012,2006/2015
7279,2012,2006/2015
7280,2012,2006/2015
7281,2012,2006/2015
7282,2012,2006/2015
7283,2012,2006/2015
7284,2012,2006/2015
7285,2012,2006/2015
7286,2012,2006/2015
7287,2012,2006/2015
7288,2012,2006/2015
7289,2012,2006/2015
7290,2012,2006/2015
7291,2012,2006/2015
7292,2012,2006/2015
7293,2012,2006/2015
7294,2012,2006/2015
7295,2012,2006/2015
7296,2012,2006/2015
7297,2012,2006/2015
7298,2012,2006/2015
7299,2012,2006/2015
7300,2012,2006/2015
7301,2012,2006/2015
7302,2012,2006/2015
7303,2012,2006/2015
7304,2012,2006/2015
7305,2012,2006/2015
7306,2012,2006/2015
7307,2012,2006/2015
7308,2012,2006/2015
7309,2012,2006/2015
7310,2012,2006/2015
7311,2012,2006/2015
7312,2012,2006/2015
7313,2012,2006/2015
7314,2012,2006/2015
7315,2012,2006/2015
7316,2012,2006/2015
7317,2012,2006/2015
7318,2012,2006/2015
7319,2012,2006/2015
7320,2012,2006/2015
7321,2012,2006/2015
7322,2012,2006/2015
7323,2012,2006/2015
7324,2012,2006/2015
7325,2012,2006/2015
7326,2012,2006/2015
7327,2012,2006/2015
7328,2012,2006/2015
7329,2012,2006/2015
7330,2012,2006/2015
7331,2012,2006/2015
7332,2012,2006/2015
7333,2012,2006/2015
7334,2012,2006/2015
7335,2012,2006/2015
7336,2012,2006/2015
7337,2012,2006/2015
7338,2012,2006/2015
7339,2012,2006/2015
7340,2012,2006/2015
7341,2012,2006/2015
7342,2012,2006/2015
7343,2012,2006/2015
7344,2012,2006/2015
7345,2012,2006/2015
7346,2012,2006/2015
7347,2012,2006/2015
7348,2012,2006/2015
7349,2012,2006/2015
7350,2012,2006/2015
7351,2012,2006/2015
7352,2012,2006/2015
7353,2012,2006/2015
7354,2012,2006/2015
7355,2012,2006/2015
7356,2012,2006/2015
7357,2012,2006/2015
7358,2012,2006/2015
7359,2012,2006/2015
7360,2012,2006/2015
7361,2012,2006/2015
7362,2012,2006/2015
7363,2012,2006/2015
7364,2012,2006/2015
7365,2012,2006/2015
7366,2012,2006/2015
7367,2012,2006/2015
7368,2012,2006/2015
7369,2012,2006/2015
7370,2012,2006/2015
7371,2012,2006/2015
7372,2012,2006/2015
7373,2012,2006/2015
7374,2012,2006/2015
7375,2012,2006/2015
7376,2012,2006/2015
7377,2012,2006/2015
7378,2012,2006/2015
7379,2012,2006/2015
7380,2012,2006/2015
7381,2012,2006/2015
7382,2012,2006/2015
7383,2012,2006/2015
7384,2012,2006/2015
7385,2012,2006/2015
7386,2012,2006/2015
7387,2012,2006/2015
7388,2012,2006/2015
7389,2012,2006/2015
7390,2012,2006/2015
7391,2012,2006/2015
7392,2012,2006/2015
7393,2012,2006/2015
7394,2012,2006/2015
7395,2012,2006/2015
7396,2012,2006/2015
7397,2012,2006/2015
7398,2012,2006/2015
7399,2012,2006/2015
7400,2012,2006/2015
7401,2012,2006/2015
7402,2012,2006/2015
7403,2012,2006/2015
7404,2012,2006/2015
7405,2012,2006/2015
7406,2012,2006/2015
7407,2012,2006/2015
7408,2012,2006/2015
7409,2012,2006/2015
7410,2012,2006/2015
7411,2012,2006/2015
7412,2012,2006/2015
7413,2012,2006/2015
7414,2012,2006/2015
7415,2012,2006/2015
7416,2012,2006/2015
7417,2012,2006/2015
7418,2012,2006/2015
7419,2012,2006/2015
7420,2012,2006/2015
7421,2012,2006/2015
7422,2012,2006/2015
7423,2012,2006/2015
7424,2012,2006/2015
7425,2012,2006/2015
7426,2012,2006/2015
7427,2012,2006/2015
7428,2012,2006/2015
7429,2012,2006/2015
7430,2012,2006/2015
7431,2012,2006/2015
7432,2012,2006/2015
7433,2012,2006/2015
7434,2012,2006/2015
7435,2012,2006/2015
7436,2012,2006/2015
7437,2012,2006/2015
7438,2012,2006/2015
7439,2012,2006/2015
7440,2012,2006/2015
7441,2012,2006/2015
7442,2012,2006/2015
7443,2012,2006/2015
7444,2012,2006/2015
7445,2012,2006/2015
7446,2012,2006/2015
7447,2012,2006/2015
7448,2012,2006/2015
7449,2012,2006/2015
7450,2012,2006/2015
7451,2012,2006/2015
7452,2012,2006/2015
7453,2012,2006/2015
7454,2012,2006/2015
7455,2012,2006/2015
7456,2012,2006/2015
7457,2012,2006/2015
7458,2012,2006/2015
7459,2012,2006/2015
7460,2012,2006/2015
7461,2012,2006/2015
7462,2012,2006/2015
7463,2012,2006/2015
7464,2012,2006/2015
7465,2012,2006/2015
7466,2012,2006/2015
7467,2012,2006/2015
7468,2012,2006/2015
7469,2012,2006/2015
7470,2012,2006/2015
7471,2012,2006/2015
7472,2012,2006/2015
7473,2012,2006/2015
7474,2012,2006/2015
7475,2012,2006/2015
7476,2012,2006/2015
7477,2012,2006/2015
7478,2012,2006/2015
7479,2012,2006/2015
7480,2012,2006/2015
7481,2012,2006/2015
7482,2012,2006/2015
7483,2012,2006/2015
7484,2012,2006/2015
7485,2012,2006/2015
7486,2012,2006/2015
7487,2012,2006/2015
7488,2012,2006/2015
7489,2012,2006/2015
7490,2012,2006/2015
7491,2012,2006/2015
7492,2012,2006/2015
7493,2012,2006/2015
7494,2012,2006/2015
7495,2012,2006/2015
7496,2012,2006/2015
7497,2012,2006/2015
7498,2012,2006/2015
7499,2012,2006/2015
7500,2012,2006/2015
7501,2012,2006/2015
7502,2012,2006/2015
7503,2012,2006/2015
7504,2012,2006/2015
7505,2012,2006/2015
7506,2012,2006/2015
7507,2012,2006/2015
7508,2012,2006/2015
7509,2012,2006/2015
7510,2012,2006/2015
7511,2012,2006/2015
7512,2012,2006/2015
7513,2012,2006/2015
7514,2012,2006/2015
7515,2012,2006/2015
7516,2012,2006/2015
7517,2012,2006/2015
7518,2012,2006/2015
7519,2012,2006/2015
7520,2012,2006/2015
7521,2012,2006/2015
7522,2012,2006/2015
7523,2012,2006/2015
7524,2012,2006/2015
7525,2012,2006/2015
7526,2012,2006/2015
7527,2012,2006/2015
7528,2012,2006/2015
7529,2012,2006/2015
7530,2012,2006/2015
7531,2012,2006/2015
7532,2012,2006/2015
7533,2012,2006/2015
7534,2012,2006/2015
7535,2012,2006/2015
7536,2012,2006/2015
7537,2012,2006/2015
7538,2012,2006/2015
7539,2012,2006/2015
7540,2012,2006/2015
7541,2012,2006/2015
7542,2012,2006/2015
7543,2012,2006/2015
7544,2012,2006/2015
7545,2012,2006/2015
7546,2012,2006/2015
7547,2012,2006/2015
7548,2012,2006/2015
7549,2012,2006/2015
7550,2012,2006/2015
7551,2012,2006/2015
7552,2012,2006/2015
7553,2012,2006/2015
7554,2012,2006/2015
7555,2012,2006/2015
7556,2012,2006/2015
7557,2012,2006/2015
7558,2012,2006/2015
7559,2012,2006/2015
7560,2012,2006/2015
7561,2012,2006/2015
7562,2012,2006/2015
7563,2012,2006/2015
7564,2012,2006/2015
7565,2012,2006/2015
7566,2012,2006/2015
7567,2012,2006/2015
7568,2012,2006/2015
7569,2012,2006/2015
7570,2012,2006/2015
7571,2012,2006/2015
7572,2012,2006/2015
7573,2012,2006/2015
7574,2012,2006/2015
7575,2012,2006/2015
7576,2012,2006/2015
7577,2012,2006/2015
7578,2012,2006/2015
7579,2012,2006/2015
7580,2012,2006/2015
7581,2012,2006/2015
7582,2012,2006/2015
7583,2012,2006/2015
7584,2012,2006/2015
7585,2012,2006/2015
7586,2012,2006/2015
7587,2012,2006/2015
7588,2012,2006/2015
7589,2012,2006/2015
7590,2012,2006/2015
7591,2012,2006/2015
7592,2012,2006/2015
7593,2012,2006/2015
7594,2012,2006/2015
7595,2012,2006/2015
7596,2012,2006/2015
7597,2012,2006/2015
7598,2012,2006/2015
7599,2012,2006/2015
7600,2012,2006/2015
7601,2012,2006/2015
7602,2012,2006/2015
7603,2012,2006/2015
7604,2012,2006/2015
7605,2012,2006/2015
7606,2012,2006/2015
7607,2012,2006/2015
7608,2012,2006/2015
7609,2012,2006/2015
7610,2012,2006/2015
7611,2012,2006/2015
7612,2012,2006/2015
7613,2012,2006/2015
7614,2012,2006/2015
7615,2012,2006/2015
7616,2012,2006/2015
7617,2012,2006/2015
7618,2012,2006/2015
7619,2012,2006/2015
7620,2012,2006/2015
7621,2012,2006/2015
7622,2012,2006/2015
7623,2012,2006/2015
7624,2012,2006/2015
7625,2012,2006/2015
7626,2013,2006/2015
7627,2013,2006/2015
7628,2013,2006/2015
7629,2013,2006/2015
7630,2013,2006/2015
7631,2013,2006/2015
7632,2013,2006/2015
7633,2013,2006/2015
7634,2013,2006/2015
7635,2013,2006/2015
7636,2013,2006/2015
7637,2013,2006/2015
7638,2013,2006/2015
7639,2013,2006/2015
7640,2013,2006/2015
7641,2013,2006/2015
7642,2013,2006/2015
7643,2013,2006/2015
7644,2013,2006/2015
7645,2013,2006/2015
7646,2013,2006/2015
7647,2013,2006/2015
7648,2013,2006/2015
7649,2013,2006/2015
7650,2013,2006/2015
7651,2013,2006/2015
7652,2013,2006/2015
7653,2013,2006/2015
7654,2013,2006/2015
7655,2013,2006/2015
7656,2013,2006/2015
7657,2013,2006/2015
7658,2013,2006/2015
7659,2013,2006/2015
7660,2013,2006/2015
7661,2013,2006/2015
7662,2013,2006/2015
7663,2013,2006/2015
7664,2013,2006/2015
7665,2013,2006/2015
7666,2013,2006/2015
7667,2013,2006/2015
7668,2013,2006/2015
7669,2013,2006/2015
7670,2013,2006/2015
7671,2013,2006/2015
7672,2013,2006/2015
7673,2013,2006/2015
7674,2013,2006/2015
7675,2013,2006/2015
7676,2013,2006/2015
7677,2013,2006/2015
7678,2013,2006/2015
7679,2013,2006/2015
7680,2013,2006/2015
7681,2013,2006/2015
7682,2013,2006/2015
7683,2013,2006/2015
7684,2013,2006/2015
7685,2013,2006/2015
7686,2013,2006/2015
7687,2013,2006/2015
7688,2013,2006/2015
7689,2013,2006/2015
7690,2013,2006/2015
7691,2013,2006/2015
7692,2013,2006/2015
7693,2013,2006/2015
7694,2013,2006/2015
7695,2013,2006/2015
7696,2013,2006/2015
7697,2013,2006/2015
7698,2013,2006/2015
7699,2013,2006/2015
7700,2013,2006/2015
7701,2013,2006/2015
7702,2013,2006/2015
7703,2013,2006/2015
7704,2013,2006/2015
7705,2013,2006/2015
7706,2013,2006/2015
7707,2013,2006/2015
7708,2013,2006/2015
7709,2013,2006/2015
7710,2013,2006/2015
7711,2013,2006/2015
7712,2013,2006/2015
7713,2013,2006/2015
7714,2013,2006/2015
7715,2013,2006/2015
7716,2013,2006/2015
7717,2013,2006/2015
7718,2013,2006/2015
7719,2013,2006/2015
7720,2013,2006/2015
7721,2013,2006/2015
7722,2013,2006/2015
7723,2013,2006/2015
7724,2013,2006/2015
7725,2013,2006/2015
7726,2013,2006/2015
7727,2013,2006/2015
7728,2013,2006/2015
7729,2013,2006/2015
7730,2013,2006/2015
7731,2013,2006/2015
7732,2013,2006/2015
7733,2013,2006/2015
7734,2013,2006/2015
7735,2013,2006/2015
7736,2013,2006/2015
7737,2013,2006/2015
7738,2013,2006/2015
7739,2013,2006/2015
7740,2013,2006/2015
7741,2013,2006/2015
7742,2013,2006/2015
7743,2013,2006/2015
7744,2013,2006/2015
7745,2013,2006/2015
7746,2013,2006/2015
7747,2013,2006/2015
7748,2013,2006/2015
7749,2013,2006/2015
7750,2013,2006/2015
7751,2013,2006/2015
7752,2013,2006/2015
7753,2013,2006/2015
7754,2013,2006/2015
7755,2013,2006/2015
7756,2013,2006/2015
7757,2013,2006/2015
7758,2013,2006/2015
7759,2013,2006/2015
7760,2013,2006/2015
7761,2013,2006/2015
7762,2013,2006/2015
7763,2013,2006/2015
7764,2013,2006/2015
7765,2013,2006/2015
7766,2013,2006/2015
7767,2013,2006/2015
7768,2013,2006/2015
7769,2013,2006/2015
7770,2013,2006/2015
7771,2013,2006/2015
7772,2013,2006/2015
7773,2013,2006/2015
7774,2013,2006/2015
7775,2013,2006/2015
7776,2013,2006/2015
7777,2013,2006/2015
7778,2013,2006/2015
7779,2013,2006/2015
7780,2013,2006/2015
7781,2013,2006/2015
7782,2013,2006/2015
7783,2013,2006/2015
7784,2013,2006/2015
7785,2013,2006/2015
7786,2013,2006/2015
7787,2013,2006/2015
7788,2013,2006/2015
7789,2013,2006/2015
7790,2013,2006/2015
7791,2013,2006/2015
7792,2013,2006/2015
7793,2013,2006/2015
7794,2013,2006/2015
7795,2013,2006/2015
7796,2013,2006/2015
7797,2013,2006/2015
7798,2013,2006/2015
7799,2013,2006/2015
7800,2013,2006/2015
7801,2013,2006/2015
7802,2013,2006/2015
7803,2013,2006/2015
7804,2013,2006/2015
7805,2013,2006/2015
7806,2013,2006/2015
7807,2013,2006/2015
7808,2013,2006/2015
7809,2013,2006/2015
7810,2013,2006/2015
7811,2013,2006/2015
7812,2013,2006/2015
7813,2013,2006/2015
7814,2013,2006/2015
7815,2013,2006/2015
7816,2013,2006/2015
7817,2013,2006/2015
7818,2013,2006/2015
7819,2013,2006/2015
7820,2013,2006/2015
7821,2013,2006/2015
7822,2013,2006/2015
7823,2013,2006/2015
7824,2013,2006/2015
7825,2013,2006/2015
7826,2013,2006/2015
7827,2013,2006/2015
7828,2013,2006/2015
7829,2013,2006/2015
7830,2013,2006/2015
7831,2013,2006/2015
7832,2013,2006/2015
7833,2013,2006/2015
7834,2013,2006/2015
7835,2013,2006/2015
7836,2013,2006/2015
7837,2013,2006/2015
7838,2013,2006/2015
7839,2013,2006/2015
7840,2013,2006/2015
7841,2013,2006/2015
7842,2013,2006/2015
7843,2013,2006/2015
7844,2013,2006/2015
7845,2013,2006/2015
7846,2013,2006/2015
7847,2013,2006/2015
7848,2013,2006/2015
7849,2013,2006/2015
7850,2013,2006/2015
7851,2013,2006/2015
7852,2013,2006/2015
7853,2013,2006/2015
7854,2013,2006/2015
7855,2013,2006/2015
7856,2013,2006/2015
7857,2013,2006/2015
7858,2013,2006/2015
7859,2013,2006/2015
7860,2013,2006/2015
7861,2013,2006/2015
7862,2013,2006/2015
7863,2013,2006/2015
7864,2013,2006/2015
7865,2013,2006/2015
7866,2013,2006/2015
7867,2013,2006/2015
7868,2013,2006/2015
7869,2013,2006/2015
7870,2013,2006/2015
7871,2013,2006/2015
7872,2013,2006/2015
7873,2013,2006/2015
7874,2013,2006/2015
7875,2013,2006/2015
7876,2013,2006/2015
7877,2013,2006/2015
7878,2013,2006/2015
7879,2013,2006/2015
7880,2013,2006/2015
7881,2013,2006/2015
7882,2013,2006/2015
7883,2013,2006/2015
7884,2013,2006/2015
7885,2013,2006/2015
7886,2013,2006/2015
7887,2013,2006/2015
7888,2013,2006/2015
7889,2013,2006/2015
7890,2013,2006/2015
7891,2013,2006/2015
7892,2013,2006/2015
7893,2013,2006/2015
7894,2013,2006/2015
7895,2013,2006/2015
7896,2013,2006/2015
7897,2013,2006/2015
7898,2013,2006/2015
7899,2013,2006/2015
7900,2013,2006/2015
7901,2013,2006/2015
7902,2013,2006/2015
7903,2013,2006/2015
7904,2013,2006/2015
7905,2013,2006/2015
7906,2013,2006/2015
7907,2013,2006/2015
7908,2013,2006/2015
7909,2013,2006/2015
7910,2013,2006/2015
7911,2013,2006/2015
7912,2013,2006/2015
7913,2013,2006/2015
7914,2013,2006/2015
7915,2013,2006/2015
7916,2013,2006/2015
7917,2013,2006/2015
7918,2013,2006/2015
7919,2013,2006/2015
7920,2013,2006/2015
7921,2013,2006/2015
7922,2013,2006/2015
7923,2013,2006/2015
7924,2013,2006/2015
7925,2013,2006/2015
7926,2013,2006/2015
7927,2013,2006/2015
7928,2013,2006/2015
7929,2013,2006/2015
7930,2013,2006/2015
7931,2013,2006/2015
7932,2013,2006/2015
7933,2013,2006/2015
7934,2013,2006/2015
7935,2013,2006/2015
7936,2013,2006/2015
7937,2013,2006/2015
7938,2013,2006/2015
7939,2013,2006/2015
7940,2013,2006/2015
7941,2013,2006/2015
7942,2013,2006/2015
7943,2013,2006/2015
7944,2013,2006/2015
7945,2013,2006/2015
7946,2013,2006/2015
7947,2013,2006/2015
7948,2013,2006/2015
7949,2013,2006/2015
7950,2013,2006/2015
7951,2013,2006/2015
7952,2013,2006/2015
7953,2013,2006/2015
7954,2013,2006/2015
7955,2013,2006/2015
7956,2013,2006/2015
7957,2013,2006/2015
7958,2013,2006/2015
7959,2013,2006/2015
7960,2013,2006/2015
7961,2013,2006/2015
7962,2013,2006/2015
7963,2013,2006/2015
7964,2013,2006/2015
7965,2013,2006/2015
7966,2013,2006/2015
7967,2013,2006/2015
7968,2013,2006/2015
7969,2013,2006/2015
7970,2013,2006/2015
7971,2013,2006/2015
7972,2013,2006/2015
7973,2013,2006/2015
7974,2013,2006/2015
7975,2013,2006/2015
7976,2013,2006/2015
7977,2013,2006/2015
7978,2013,2006/2015
7979,2013,2006/2015
7980,2013,2006/2015
7981,2013,2006/2015
7982,2013,2006/2015
7983,2013,2006/2015
7984,2013,2006/2015
7985,2013,2006/2015
7986,2013,2006/2015
7987,2013,2006/2015
7988,2013,2006/2015
7989,2013,2006/2015
7990,2013,2006/2015
7991,2013,2006/2015
7992,2013,2006/2015
7993,2013,2006/2015
7994,2013,2006/2015
7995,2013,2006/2015
7996,2013,2006/2015
7997,2013,2006/2015
7998,2013,2006/2015
7999,2013,2006/2015
8000,2013,2006/2015
8001,2013,2006/2015
8002,2013,2006/2015
8003,2013,2006/2015
8004,2013,2006/2015
8005,2013,2006/2015
8006,2013,2006/2015
8007,2013,2006/2015
8008,2013,2006/2015
8009,2013,2006/2015
8010,2013,2006/2015
8011,2013,2006/2015
8012,2013,2006/2015
8013,2013,2006/2015
8014,2013,2006/2015
8015,2013,2006/2015
8016,2013,2006/2015
8017,2013,2006/2015
8018,2013,2006/2015
8019,2013,2006/2015
8020,2013,2006/2015
8021,2013,2006/2015
8022,2013,2006/2015
8023,2013,2006/2015
8024,2013,2006/2015
8025,2013,2006/2015
8026,2013,2006/2015
8027,2013,2006/2015
8028,2013,2006/2015
8029,2013,2006/2015
